,0,weight,size
8229,Plissee_20,8.47,78.2
45839,Rollo,8.47,146.0
49506,Plissee_20,8.47,122.0
90628,Faltrollo,8.47,124.0
74491,Rollo,8.47,200.0
40131,Rollo,8.47,170.7
37773,Plissee_20,8.47,117.5
4284,Plissee_20,8.47,87.7
46397,Plissee_20,8.47,157.0
60552,Plissee_20,8.47,180.9
19490,Reparatur,8.47,200.0
35552,Rollo,8.48,219.0
2817,Plissee_20,8.48,65.2
86394,Variorollo,8.48,178.5
48224,Rollo,8.48,230.0
53433,Reparatur,8.48,200.0
35734,Rollo,8.48,130.7
74965,Plissee_20,8.48,109.1
56551,Jalousie,8.49,191.7
60979,Rollo,8.49,176.5
53791,Rollo,8.49,180.0
53258,Rollo,8.49,154.0
12938,Rollo,8.49,230.0
33819,Rollo,8.49,165.0
35544,Reparatur,8.49,167.0
50235,Rollo,8.5,145.0
35564,Plissee_wa,8.5,104.6
41954,Rollo,8.5,180.0
89066,Rollo,8.5,245.0
71139,Rollo,8.5,200.0
30362,Rollo,8.5,175.0
42727,Rollo,8.5,219.0
80615,Plissee_wa,8.5,128.2
3946,Rollo,8.5,194.0
90153,Rollo,8.5,157.0
74485,Jalousie,8.5,90.4
21389,Rollo,8.5,154.0
48519,Jalousie,8.5,150.0
15432,Reparatur,8.5,100.0
31941,Plissee_wa,8.5,195.5
48000,Rollo,8.51,184.0
62248,Rollo,8.51,119.0
27211,Rollo,8.51,141.7
28922,Plissee_wa,8.51,96.5
36195,Plissee_20,8.51,95.2
46723,Rollo,8.51,141.7
3294,Rollo,8.51,156.9
67991,Rollo,8.51,200.0
30925,Rollo,8.51,180.0
92000,Rollo,8.51,150.0
15499,Plissee_20,8.51,96.3
36717,Rollo,8.51,102.4
23437,Rollo,8.51,105.0
69138,Plissee_wa,8.51,113.2
54556,Reparatur,8.51,265.0
58888,Rollo,8.52,162.0
74740,Rollo,8.52,200.0
24209,Jalousie,8.52,66.7
9818,Rollo,8.52,200.0
53844,Faltrollo,8.52,114.0
62274,Rollo,8.52,200.0
52592,Rollo,8.52,154.0
76087,Plissee_20,8.52,95.8
53597,Plissee_20,8.52,108.0
57183,Rollo,8.52,147.0
57182,Plissee_20,8.52,124.0
47852,Plissee_20,8.53,185.5
34683,Jalousie,8.53,77.5
40284,Plissee_20,8.53,70.7
15216,Plissee_20,8.53,65.0
3980,Plissee_20,8.53,96.9
33962,Rollo,8.53,120.0
67062,Rollo,8.54,166.0
62269,Rollo,8.54,206.0
43289,Rollo,8.54,132.0
34613,Plissee_wa,8.54,206.1
67454,Rollo,8.54,200.0
76162,Plissee_wa,8.54,191.7
48788,Plissee_wa,8.55,120.6
62516,Plissee_20,8.55,127.7
70944,Plissee_20,8.55,100.0
55555,Jalousie,8.55,210.0
49366,Plissee_20,8.55,83.5
41438,Jalousie,8.55,165.0
23291,Plissee_wa,8.55,116.0
47043,Rollo,8.55,155.0
69989,Plissee_20,8.55,185.6
276,Jalousie,8.55,91.5
43952,Jalousie,8.55,142.0
56887,Plissee_20,8.55,78.2
18502,Rollo,8.55,116.0
52766,Rollo,8.55,150.0
654,Rollo,8.55,186.0
67440,Rollo,8.55,123.0
81677,Rollo,8.55,135.0
11215,Rollo,8.56,100.0
64984,Plissee_wa,8.56,169.7
28742,Jalousie,8.56,100.0
6398,Rollo,8.56,94.0
40667,Plissee_20,8.56,152.0
7846,Plissee_20,8.56,74.5
74863,Rollo,8.56,200.0
90617,Rollo,8.56,180.0
63745,Plissee_20,8.56,21.0
91548,Plissee_20,8.56,86.5
82402,Plissee_20,8.56,89.2
67023,Rollo,8.56,140.0
63903,Rollo,8.56,200.0
4172,Plissee_20,8.57,78.6
41790,Rollo,8.57,190.0
90345,Rollo,8.57,180.0
84403,Plissee_wa,8.57,205.0
28114,Rollo,8.57,200.0
4954,Plissee_20,8.57,86.0
34032,Rollo,8.57,142.0
25046,Plissee_20,8.57,200.5
92199,Plissee_20,8.57,127.0
69826,Rollo,8.58,160.0
38402,Jalousie,8.58,240.0
58893,Rollo,8.58,90.0
29940,Rollo,8.58,200.0
15681,Rollo,8.58,149.0
66552,Rollo,8.58,116.5
85904,Jalousie,8.58,159.0
10206,Plissee_20,8.58,110.0
40459,Plissee_20,8.58,94.2
75548,Plissee_20,8.58,138.0
78539,Plissee_20,8.58,78.0
23670,Rollo,8.58,145.0
67101,Plissee_20,8.58,204.2
67853,Jalousie,8.59,240.0
84230,Plissee_20,8.59,113.8
51621,Faltrollo,8.59,146.0
1783,Plissee_20,8.59,81.5
37524,Rollo,8.59,225.0
65155,Rollo,8.59,170.0
45574,Rollo,8.59,188.0
28483,Plissee_20,8.59,136.2
22816,Plissee_wa,8.6,127.7
33447,Jalousie,8.6,180.0
4091,Rollo,8.6,186.7
82546,Plissee_wa,8.6,183.0
58542,Plissee_20,8.6,131.0
63209,Rollo,8.6,98.0
40619,Rollo,8.6,210.0
57469,Rollo,8.6,120.6
1063,Jalousie,8.6,93.4
48889,Jalousie,8.6,100.0
77971,Pruefung,8.6,86.0
33989,Rollo,8.6,185.0
68963,Rollo,8.6,154.2
70045,Plissee_wa,8.6,53.9
56204,Plissee_20,8.6,131.7
58401,Plissee_20,8.6,209.1
20319,Jalousie,8.6,155.0
69594,Jalousie,8.61,180.0
65409,Plissee_20,8.61,200.1
46150,Rollo,8.61,200.0
67396,Plissee_20,8.61,92.9
19115,Plissee_20,8.61,108.4
89100,Plissee_wa,8.61,83.0
86872,Plissee_20,8.61,71.5
63229,Rollo,8.61,162.8
61962,Jalousie,8.61,180.0
58766,Rollo,8.61,200.0
60630,Plissee_20,8.61,88.5
44041,Rollo,8.61,192.0
8714,Plissee_20,8.61,104.0
83904,Rollo,8.61,100.0
67094,Jalousie,8.61,73.6
90627,Rollo,8.61,95.8
51393,Rollo,8.61,162.5
18362,Plissee_wa,8.61,173.0
51492,Rollo,8.61,85.0
31650,Rollo,8.61,186.0
62384,Plissee_20,8.61,117.3
84140,Jalousie,8.62,76.1
34758,Plissee_20,8.62,73.7
87614,Plissee_20,8.62,75.0
71158,Rollo,8.62,128.0
83512,Rollo,8.62,190.0
71275,Plissee_20,8.62,230.0
81704,Rollo,8.62,98.0
64890,Plissee_20,8.62,94.0
75372,Plissee_20,8.62,91.9
68905,Jalousie,8.62,125.0
23166,Rollo,8.62,190.0
7852,Reparatur,8.63,113.0
76026,Rollo,8.63,153.0
54741,Rollo,8.63,162.0
3320,Jalousie,8.63,90.0
10498,Rollo,8.63,141.0
51741,Jalousie,8.63,160.0
82054,Plissee_20,8.63,77.8
41577,Plissee_wa,8.63,97.2
88938,Plissee_wa,8.63,121.5
65958,Rollo,8.63,107.0
18935,Jalousie,8.63,91.5
34706,Rollo,8.63,194.0
9028,Rollo,8.63,186.0
2474,Plissee_20,8.64,84.5
62741,Rollo,8.64,115.0
71388,Rollo,8.64,184.6
42684,Jalousie,8.64,141.0
64124,Rollo,8.64,132.5
71747,Plissee_20,8.64,110.5
54281,Rollo,8.64,173.6
81495,Rollo,8.64,100.9
59455,Rollo,8.64,180.0
74037,Plissee_20,8.64,151.0
8377,Plissee_20,8.64,83.1
58830,Rollo,8.64,180.0
82117,Rollo,8.64,129.0
87529,Plissee_20,8.65,82.4
68312,Rollo,8.65,200.0
49503,Rollo,8.65,183.0
76410,Rollo,8.65,125.0
40778,Rollo,8.65,194.0
29023,Rollo,8.65,165.0
18605,Rollo,8.65,208.0
11134,Jalousie,8.65,106.8
51053,Plissee_20,8.65,167.0
58499,Jalousie,8.66,148.0
44691,Plissee_20,8.66,195.0
13039,Rollo,8.66,200.0
56529,Plissee_20,8.66,103.0
83465,Variorollo,8.66,176.0
53843,Rollo,8.66,192.0
26937,Plissee_wa,8.66,78.0
63192,Rollo,8.66,110.0
46244,Rollo,8.66,180.0
6225,Rollo,8.66,193.0
67770,Rollo,8.66,140.0
32886,Rollo,8.66,195.0
62534,Rollo,8.67,160.0
8084,Plissee_20,8.67,207.0
70331,Rollo,8.67,120.0
600,Jalousie,8.67,110.0
63845,Rollo,8.67,124.0
26884,Plissee_20,8.67,192.4
63843,Rollo,8.67,110.0
63813,Rollo,8.67,178.5
24219,Jalousie,8.67,109.0
19428,Jalousie,8.67,160.0
68362,Rollo,8.67,127.0
77715,Reparatur,8.67,181.5
63879,Rollo,8.67,140.0
38202,Rollo,8.67,115.0
57456,Rollo,8.67,110.9
86756,Rollo,8.67,126.9
6144,Rollo,8.67,199.0
71344,Jalousie,8.67,175.0
32402,Jalousie,8.67,199.0
82391,Rollo,8.67,120.6
27860,Jalousie,8.68,170.0
71746,Plissee_wa,8.68,89.2
2574,Plissee_20,8.68,80.0
70455,Jalousie,8.68,201.0
29960,Rollo,8.68,121.5
52417,Rollo,8.68,148.0
30406,Plissee_20,8.68,85.5
49794,Rollo,8.68,136.4
63656,Plissee_20,8.68,156.7
35744,Rollo,8.69,120.6
74695,Fvorhang,8.69,90.0
76114,Rollo,8.69,173.0
83454,Plissee_20,8.69,108.0
45711,Plissee_20,8.69,197.5
68824,Plissee_20,8.69,55.5
56998,Plissee_20,8.69,74.0
11946,Rollo,8.69,140.0
75169,Rollo,8.69,150.0
48523,Rollo,8.7,121.8
64700,Rollo,8.7,125.0
76275,Rollo,8.7,129.0
76277,Rollo,8.7,160.0
1355,Plissee_wa,8.7,190.8
6259,Plissee_20,8.7,106.1
76644,Variorollo,8.7,170.0
80738,Rollo,8.7,165.0
46279,Jalousie,8.7,80.4
11970,Rollo,8.7,160.0
53455,Rollo,8.7,234.0
32892,Rollo,8.71,170.0
35044,Rollo,8.71,163.0
79673,Rollo,8.71,166.5
77692,Rollo,8.71,115.0
62768,Plissee_wa,8.71,115.0
71078,Rollo,8.71,141.7
33974,Rollo,8.71,190.0
62681,Rollo,8.71,150.0
53838,Faltrollo,8.71,227.0
80204,Rollo,8.71,109.0
25048,Rollo,8.71,135.0
57969,Rollo,8.71,89.0
73204,Rollo,8.71,185.0
24752,Plissee_20,8.71,89.1
75128,Plissee_20,8.72,107.8
49958,Plissee_20,8.72,119.0
62662,Rollo,8.72,166.0
62666,Rollo,8.72,200.0
76731,Plissee_20,8.72,130.5
71398,Rollo,8.72,164.0
87916,Rollo,8.72,74.0
71236,Rollo,8.72,110.0
8474,Rollo,8.72,100.0
82420,Variorollo,8.72,133.0
89331,Rollo,8.73,182.0
81806,Rollo,8.73,247.0
69234,Plissee_20,8.73,198.8
67641,Rollo,8.73,140.0
21635,Rollo,8.73,129.0
31960,Plissee_20,8.73,77.5
35310,Plissee_20,8.73,80.0
48674,Rollo,8.73,194.0
59771,Plissee_20,8.73,82.8
66051,Rollo,8.73,94.0
85561,Plissee_20,8.73,90.2
79182,Rollo,8.73,140.3
65283,Variorollo,8.73,190.0
77242,Rollo,8.74,152.5
40554,Plissee_20,8.74,89.0
64136,Faltrollo,8.74,156.0
62625,Rollo,8.74,158.0
39030,Reparatur,8.74,199.5
74421,Rollo,8.74,200.0
74139,Variorollo,8.74,143.0
70870,Rollo,8.74,125.8
91847,Plissee_20,8.74,104.9
51297,Rollo,8.74,165.0
80351,Plissee_20,8.74,101.0
1016,Plissee_wa,8.74,87.1
53865,Plissee_20,8.74,152.0
45187,Rollo,8.74,134.0
86351,Rollo,8.74,160.0
34389,Plissee_20,8.74,85.2
91552,Plissee_20,8.74,92.2
82803,Plissee_20,8.74,97.5
50238,Plissee_20,8.74,83.7
2263,Fvorhang,8.74,75.0
71347,Plissee_20,8.74,121.5
21081,Rollo,8.74,170.0
89136,Rollo,8.74,200.0
77916,Rollo,8.75,104.0
72992,Rollo,8.75,120.0
56983,Rollo,8.75,149.0
53002,Rollo,8.75,130.0
59592,Rollo,8.75,200.0
23874,Plissee_20,8.75,236.4
20332,Jalousie,8.75,150.0
58138,Rollo,8.75,132.0
55138,Rollo,8.76,172.0
61978,Plissee_wa,8.76,131.1
61959,Plissee_20,8.76,130.3
89948,Plissee_20,8.76,108.3
83221,Rollo,8.76,115.0
74513,Plissee_20,8.76,110.5
78940,Plissee_20,8.76,52.0
83305,Plissee_wa,8.76,98.7
4948,Rollo,8.76,79.8
33010,Plissee_20,8.76,91.2
1784,Plissee_wa,8.76,128.0
27153,Rollo,8.76,106.0
7825,Rollo,8.77,162.0
7996,Jalousie,8.77,111.5
65685,Jalousie,8.77,100.0
76763,Plissee_wa,8.77,121.5
85772,Rollo,8.77,109.7
77446,Rollo,8.77,155.0
52785,Rollo,8.77,172.0
11785,Plissee_wa,8.77,108.4
30946,Plissee_20,8.77,80.2
81635,Jalousie,8.77,118.5
77069,Plissee_wa,8.77,114.1
3303,Plissee_20,8.77,99.5
62225,Plissee_20,8.77,171.1
69395,Rollo,8.77,220.0
10304,Rollo,8.77,120.9
77131,Rollo,8.77,138.0
36118,Rollo,8.77,50.0
55064,Rollo,8.77,177.1
81613,Rollo,8.77,187.5
28622,Rollo,8.77,144.5
89456,Rollo,8.77,120.6
15989,Rollo,8.77,136.0
89469,Rollo,8.77,130.0
79105,Rollo,8.77,144.0
70675,Rollo,8.77,135.0
45593,Rollo,8.77,260.0
15985,Reparatur,8.77,224.5
70674,Rollo,8.77,150.0
18892,Rollo,8.77,157.0
74834,Faltrollo,8.78,197.0
66425,Rollo,8.78,160.0
43075,Jalousie,8.78,137.2
89312,Rollo,8.78,194.5
89322,Rollo,8.78,200.0
58396,Rollo,8.78,185.0
80108,Plissee_20,8.78,128.2
74964,Plissee_20,8.78,122.5
55863,Plissee_20,8.78,83.5
4679,Rollo,8.78,186.0
60884,Rollo,8.79,190.0
4296,Plissee_20,8.79,196.2
82502,Rollo,8.79,138.5
52329,Rollo,8.79,160.0
69376,Faltrollo,8.79,202.0
37449,Rollo,8.79,150.0
85572,Rollo,8.79,116.0
77020,Rollo,8.79,116.0
37922,Plissee_20,8.79,78.6
65421,Plissee_20,8.79,84.8
27834,Plissee_20,8.79,167.5
83296,Reparatur,8.79,170.0
15103,Plissee_20,8.79,91.2
82273,Plissee_wa,8.79,226.1
76651,Rollo,8.79,103.8
27552,Rollo,8.79,234.0
60032,Jalousie,8.79,82.4
82531,Rollo,8.79,128.0
69513,Rollo,8.8,171.0
54593,Plissee_20,8.8,95.2
81550,Jalousie,8.8,94.0
69120,Plissee_20,8.8,184.6
89636,Plissee_wa,8.8,96.1
68946,Rollo,8.8,160.0
38569,Plissee_20,8.8,177.4
65383,Rollo,8.8,118.0
78882,Rollo,8.8,164.0
50727,Plissee_20,8.8,125.3
85597,Rollo,8.8,150.0
63169,Jalousie,8.8,105.5
83675,Rollo,8.8,180.0
35506,Rollo,8.8,170.0
77000,Plissee_20,8.8,107.0
45713,Rollo,8.8,166.0
89009,Plissee_20,8.8,82.2
35984,Jalousie,8.8,175.0
54348,Plissee_wa,8.8,74.0
15695,Rollo,8.8,180.0
52451,Plissee_20,8.8,186.0
73547,Variorollo,8.81,180.0
5424,Plissee_20,8.81,220.0
42542,Jalousie,8.81,140.0
22354,Plissee_20,8.81,168.1
82065,Rollo,8.81,120.0
68830,Plissee_20,8.81,131.0
40732,Jalousie,8.81,117.0
18164,Rollo,8.81,142.5
81025,Plissee_20,8.81,129.0
55875,Plissee_20,8.81,99.6
52887,Rollo,8.81,136.5
1199,Rollo,8.82,186.5
55216,Plissee_20,8.82,99.0
79056,Plissee_20,8.82,93.0
10295,Plissee_20,8.82,82.5
3489,Rollo,8.82,108.0
18631,Jalousie,8.82,165.0
58348,Plissee_wa,8.82,121.3
81490,Plissee_20,8.82,180.7
76010,Variorollo,8.82,108.5
4885,Plissee_20,8.82,105.3
40764,Rollo,8.82,115.0
45283,Rollo,8.82,116.0
26366,Plissee_wa,8.82,110.5
79094,Jalousie,8.82,164.0
63267,Rollo,8.82,134.0
10763,Rollo,8.82,200.0
51285,Rollo,8.82,114.3
57915,Rollo,8.82,215.0
89578,Rollo,8.83,168.0
25608,Rollo,8.83,105.0
84035,Plissee_20,8.83,96.0
18972,Jalousie,8.83,93.2
80792,Rollo,8.83,121.5
14049,Rollo,8.83,185.0
19126,Rollo,8.83,157.5
84033,Rollo,8.83,141.0
14381,Plissee_20,8.83,105.8
59268,Plissee_wa,8.83,149.0
25776,Rollo,8.84,169.0
78469,Rollo,8.84,184.5
20375,Plissee_20,8.84,199.0
71482,Plissee_wa,8.84,150.0
63702,Rollo,8.84,145.0
61431,Rollo,8.84,200.0
20096,Plissee_wa,8.84,86.5
69253,Rollo,8.84,107.0
80595,Rollo,8.84,180.0
62260,Rollo,8.85,180.0
25557,Plissee_20,8.85,215.0
74675,Rollo,8.85,115.0
35316,Jalousie,8.85,120.0
10923,Jalousie,8.85,65.5
58547,Rollo,8.85,192.0
10788,Plissee_20,8.85,107.1
5535,Rollo,8.86,95.0
67201,Rollo,8.86,190.0
29887,Plissee_20,8.86,94.7
69940,Rollo,8.86,220.0
59237,Jalousie,8.86,140.0
11594,Plissee_20,8.86,188.6
55528,Jalousie,8.86,120.0
57200,Rollo,8.86,109.5
41683,Rollo,8.86,277.0
62124,Plissee_20,8.86,134.3
33885,Rollo,8.86,117.5
10913,Fvorhang,8.86,85.5
74757,Rollo,8.86,200.0
38357,Jalousie,8.86,182.8
65638,Rollo,8.87,150.0
69250,Plissee_20,8.87,75.6
67587,Jalousie,8.87,150.0
35318,Plissee_wa,8.87,82.2
78099,Rollo,8.87,192.0
10209,Plissee_20,8.87,82.6
29998,Rollo,8.87,229.5
67553,Rollo,8.87,157.5
70628,Plissee_20,8.87,152.5
21948,Rollo,8.87,188.7
52486,Rollo,8.87,154.0
58873,Rollo,8.87,170.0
47233,Rollo,8.87,121.5
1297,Rollo,8.87,170.0
5582,Rollo,8.88,163.0
52902,Plissee_20,8.88,74.9
70047,Plissee_20,8.88,76.0
91627,Plissee_20,8.88,83.8
57219,Jalousie,8.88,92.7
58351,Plissee_20,8.88,88.5
8947,Plissee_wa,8.88,201.0
91205,Rollo,8.88,152.0
84487,Plissee_20,8.88,115.7
13431,Plissee_20,8.88,80.8
14430,Plissee_20,8.88,78.7
89633,Plissee_20,8.88,93.2
81116,Reparatur,8.88,165.0
10917,Plissee_20,8.88,66.5
61235,Rollo,8.88,146.5
26728,Plissee_wa,8.89,88.2
10468,Rollo,8.89,214.0
90715,Plissee_20,8.89,120.0
90852,Rollo,8.89,145.5
87265,Jalousie,8.89,255.0
91219,Rollo,8.89,126.0
83812,Jalousie,8.89,99.4
21125,Rollo,8.89,166.0
87184,Plissee_20,8.9,93.2
67014,Jalousie,8.9,200.0
52435,Rollo,8.9,174.0
2624,Jalousie,8.9,63.7
72126,Rollo,8.9,179.0
80535,Rollo,8.9,180.0
69947,Rollo,8.9,140.0
44548,Rollo,8.9,160.0
42406,Rollo,8.9,177.5
88815,Rollo,8.9,181.0
16239,Rollo,8.91,210.0
75191,Fvorhang,8.91,80.0
79168,Rollo,8.91,181.0
9225,Rollo,8.91,200.0
84567,Rollo,8.91,94.0
86107,Jalousie,8.91,77.5
87474,Rollo,8.91,153.0
55901,Rollo,8.91,200.0
34134,Plissee_20,8.91,95.7
74963,Plissee_20,8.91,113.9
87571,Rollo,8.92,148.0
7144,Plissee_20,8.92,90.0
89978,Plissee_20,8.92,80.7
29642,Plissee_20,8.92,129.5
41221,Jalousie,8.92,85.5
84527,Rollo,8.92,189.0
45778,Plissee_20,8.92,173.7
33154,Rollo,8.92,175.0
78416,Plissee_wa,8.93,94.2
4475,Rollo,8.93,160.0
43240,Plissee_20,8.93,104.0
11924,Rollo,8.93,98.0
40109,Rollo,8.93,113.0
89249,Plissee_20,8.93,142.9
41088,Plissee_20,8.93,110.5
36309,Plissee_20,8.93,108.5
24415,Rollo,8.94,160.0
83550,Jalousie,8.94,180.0
47108,Jalousie,8.94,141.0
38233,Plissee_20,8.94,99.3
69393,Rollo,8.94,173.0
34932,Plissee_20,8.94,91.3
14120,Rollo,8.94,220.0
9313,Rollo,8.94,154.0
35738,Rollo,8.95,120.6
55119,Plissee_20,8.95,97.0
47093,Plissee_wa,8.95,144.3
12042,Plissee_20,8.95,120.6
23669,Plissee_20,8.95,113.5
92459,Plissee_20,8.95,83.6
90218,Plissee_20,8.95,103.8
9835,Plissee_20,8.95,128.1
55949,Plissee_20,8.95,77.0
71210,Rollo,8.95,150.0
48080,Rollo,8.96,180.0
141,Plissee_wa,8.96,99.5
58116,Rollo,8.96,155.0
73573,Plissee_20,8.96,148.0
51658,Plissee_20,8.96,97.5
40591,Rollo,8.96,100.0
9846,Plissee_20,8.96,111.5
4312,Jalousie,8.96,150.0
18558,Rollo,8.97,165.0
14414,Plissee_20,8.97,82.0
6714,Plissee_wa,8.97,78.0
42296,Plissee_20,8.97,89.0
26057,Rollo,8.97,98.5
65727,Plissee_20,8.98,79.5
39188,Jalousie,8.98,142.0
79524,Plissee_20,8.98,74.4
72953,Plissee_20,8.98,97.0
78619,Plissee_wa,8.98,132.5
2265,Plissee_20,8.98,103.0
39368,Plissee_20,8.98,99.3
24354,Rollo,8.98,200.0
44910,Rollo,8.99,141.5
61010,Rollo,8.99,83.8
50242,Rollo,8.99,156.0
14720,Plissee_20,8.99,58.8
64679,Plissee_20,8.99,123.0
69069,Rollo,8.99,225.5
87376,Plissee_20,8.99,193.9
53819,Rollo,8.99,200.0
86767,Rollo,8.99,150.0
23191,Rollo,9.0,114.0
49668,Plissee_20,9.0,101.6
45642,Rollo,9.0,160.0
48171,Rollo,9.0,112.0
22151,Reparatur,9.0,145.0
90156,Plissee_20,9.0,88.2
8634,Rollo,9.0,98.2
27001,Rollo,9.0,110.0
19512,Rollo,9.0,200.0
620,Rollo,9.01,79.0
4184,Plissee_wa,9.01,77.0
75950,Rollo,9.01,190.0
9471,Plissee_20,9.01,150.0
40104,Rollo,9.01,160.6
28855,Rollo,9.01,177.5
70672,Plissee_wa,9.01,196.8
5175,Rollo,9.01,195.0
20323,Plissee_20,9.02,204.0
66222,Plissee_20,9.02,195.5
54163,Rollo,9.02,210.0
21427,Plissee_wa,9.02,132.7
89005,Plissee_20,9.02,81.9
60869,Plissee_wa,9.02,189.0
56114,Jalousie,9.02,187.0
13369,Jalousie,9.02,125.0
33971,Rollo,9.02,190.0
86035,Rollo,9.03,214.0
89629,Rollo,9.03,115.0
40782,Rollo,9.03,124.0
58698,Rollo,9.03,139.0
51256,Rollo,9.03,120.6
28670,Plissee_wa,9.03,70.5
61179,Plissee_20,9.03,95.9
27115,Rollo,9.03,198.0
75389,Rollo,9.03,220.0
62938,Jalousie,9.03,139.0
71878,Rollo,9.04,203.0
57711,Plissee_wa,9.04,105.2
57479,Jalousie,9.04,154.0
79075,Plissee_wa,9.04,89.3
59675,Plissee_20,9.04,190.0
62774,Jalousie,9.04,79.0
51991,Jalousie,9.05,100.0
54931,Rollo,9.05,185.5
65769,Plissee_20,9.05,169.0
71680,Plissee_wa,9.05,121.7
34560,Rollo,9.05,123.7
34761,Plissee_wa,9.05,108.1
18365,Plissee_20,9.05,99.5
68333,Rollo,9.05,132.0
40928,Rollo,9.05,160.0
35679,Rollo,9.05,90.0
38603,Rollo,9.05,180.0
751,Rollo,9.05,130.0
41087,Plissee_20,9.06,95.9
3150,Plissee_20,9.06,111.2
23341,Plissee_20,9.06,84.7
7910,Rollo,9.06,200.0
16943,Plissee_20,9.06,90.2
75590,Variorollo,9.07,74.5
2030,Rollo,9.07,188.0
71392,Rollo,9.07,106.2
48957,Rollo,9.07,117.0
68980,Rollo,9.07,144.0
27662,Jalousie,9.07,226.5
5573,Jalousie,9.07,120.0
66891,Jalousie,9.07,177.0
56194,Plissee_20,9.07,84.5
36669,Rollo,9.07,250.0
56087,Plissee_20,9.07,93.1
42539,Plissee_20,9.08,106.8
76746,Plissee_20,9.08,111.5
2477,Rollo,9.08,200.0
75252,Rollo,9.08,228.0
81283,Rollo,9.08,198.0
20916,Plissee_20,9.08,108.7
53871,Rollo,9.08,180.0
87931,Rollo,9.08,166.5
64860,Rollo,9.08,213.0
67608,Rollo,9.08,129.0
76722,Variorollo,9.09,160.5
86680,Rollo,9.09,170.0
9533,Rollo,9.09,160.0
88062,Rollo,9.09,191.5
57560,Rollo,9.09,125.8
41700,Rollo,9.09,170.0
74855,Plissee_20,9.09,218.7
89628,Plissee_20,9.09,95.0
52470,Jalousie,9.09,127.0
80980,Rollo,9.09,200.0
1220,Plissee_wa,9.09,96.3
79487,Jalousie,9.09,102.5
63723,Plissee_20,9.1,87.0
1980,Rollo,9.1,120.0
59008,Jalousie,9.1,199.5
27224,Plissee_wa,9.1,57.5
72414,Reparatur,9.1,152.1
13671,Jalousie,9.1,45.7
26369,Plissee_20,9.1,67.7
53429,Plissee_20,9.1,119.0
54356,Plissee_20,9.1,81.0
2359,Jalousie,9.1,88.5
52789,Jalousie,9.1,59.3
18364,Rollo,9.1,87.3
19288,Rollo,9.11,130.0
2067,Rollo,9.11,141.7
64748,Rollo,9.11,255.0
45781,Plissee_20,9.11,82.5
82393,Plissee_20,9.11,86.3
81253,Plissee_wa,9.12,174.3
34036,Rollo,9.12,172.0
58168,Rollo,9.12,238.0
7280,Plissee_20,9.12,97.8
62284,Plissee_20,9.12,218.0
32961,Rollo,9.12,200.0
46992,Plissee_20,9.12,86.8
90762,Rollo,9.12,119.0
66083,Rollo,9.12,200.0
4873,Rollo,9.12,185.0
37163,Rollo,9.12,200.0
15744,Plissee_20,9.13,203.5
82247,Rollo,9.13,260.0
57181,Plissee_20,9.13,181.4
81310,Plissee_wa,9.13,76.2
62591,Rollo,9.13,236.0
69980,Plissee_20,9.13,77.7
33764,Rollo,9.13,179.0
25355,Plissee_20,9.13,182.0
69994,Faltrollo,9.13,202.0
51677,Rollo,9.13,185.0
46384,Rollo,9.13,160.0
13962,Jalousie,9.13,129.0
75447,Plissee_20,9.13,143.0
27140,Rollo,9.13,208.7
35040,Rollo,9.14,180.0
70505,Rollo,9.14,165.0
10968,Rollo,9.14,140.0
39947,Rollo,9.14,127.0
33633,Rollo,9.14,141.5
40607,Plissee_20,9.14,91.5
38521,Plissee_20,9.14,53.7
53530,Reparatur,9.14,229.0
52792,Jalousie,9.14,197.7
6576,Jalousie,9.14,195.0
61965,Rollo,9.14,192.0
25678,Plissee_wa,9.14,109.1
24585,Plissee_20,9.15,112.1
77726,Jalousie,9.15,115.9
46455,Rollo,9.15,190.0
9840,Plissee_wa,9.16,94.2
9137,Rollo,9.16,110.0
39546,Rollo,9.16,200.0
54763,Plissee_20,9.16,71.4
32080,Rollo,9.16,165.0
28118,Jalousie,9.16,150.0
35532,Plissee_20,9.16,99.9
41815,Rollo,9.16,200.0
44118,Rollo,9.16,115.0
47741,Rollo,9.16,185.0
81394,Rollo,9.16,200.0
62528,Rollo,9.17,144.0
38039,Rollo,9.17,188.0
46444,Plissee_20,9.17,98.0
80653,Rollo,9.17,103.0
76681,Rollo,9.17,137.0
47684,Rollo,9.17,147.0
44199,Rollo,9.17,216.7
69240,Plissee_20,9.17,50.5
61023,Plissee_20,9.18,101.6
8630,Plissee_20,9.18,101.2
87218,Rollo,9.18,173.0
48705,Jalousie,9.18,63.0
63089,Plissee_20,9.18,132.0
827,Rollo,9.18,160.0
48075,Rollo,9.18,200.0
85329,Jalousie,9.18,142.0
21969,Plissee_wa,9.19,192.8
80982,Jalousie,9.19,45.0
49090,Rollo,9.19,142.0
40127,Rollo,9.19,155.0
60736,Plissee_20,9.19,69.7
82412,Jalousie,9.19,95.5
70481,Plissee_20,9.19,109.1
88845,Plissee_20,9.19,163.3
2975,Plissee_20,9.19,86.1
26480,Rollo,9.2,154.5
60409,Jalousie,9.2,200.0
67558,Reparatur,9.2,230.0
78951,Rollo,9.2,170.0
46672,Rollo,9.2,200.0
37110,Plissee_20,9.2,97.0
24584,Plissee_20,9.2,111.7
69391,Rollo,9.21,114.0
38887,Plissee_20,9.21,80.0
